nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
MOULINS-LA-MARCHE 03/07/22 C8,10 000E,2 825m,Apprentis - lads-jockeys Course "a reclamer" Pour 5 et 6 ans n'ayant pas gagne 57.000 a  reclamer pour 7.000 ou 11.000. - Avance de 25 m. aux chevaux a  reclamer pour 7.000. ,Attele,Volte
MOULINS-LA-MARCHE 03/07/22 C9,5 000E,2 800m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  45.000. ,Attele,Volte
MONPAZIER 03/07/22 C1,12 000E,2 275m,Pour 3 ans n'ayant pas gagne 3.400. - Recul de 25 m. a  1.000. ,Attele,Volte
MONPAZIER 03/07/22 C2,12 000E,2 275m,Pour 4 ans n'ayant pas gagne 6.400. - Recul de 25 m. a  1.900. ,Attele,Volte
MONPAZIER 03/07/22 C3,13 000E,2 275m,Pour 5 ans n'ayant pas gagne 33.000. - Recul de 25 m. a  17.000. ,Attele,Volte
MONPAZIER 03/07/22 C4,13 000E,2 275m,Pour 5 ans n'ayant pas gagne 33.000. - Recul de 25 m. a  17.000. ,Attele,Volte
MONPAZIER 03/07/22 C5,15 000E,2 275m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans ayant gagne au moins 10.000 mais pas 57.000. - Recul de 25 m. a  27.000. ,Attele,Volte
MONPAZIER 03/07/22 C6,19 000E,3 125m,Pour 6 a  9 ans inclus n'ayant pas gagne 151.000. - Recul de 25 m. a  69.000. ,Attele,Volte
MONPAZIER 03/07/22 C7,5 000E,3 125m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  30.000. ,Attele,Volte
MONPAZIER 03/07/22 C8,13 000E,2 275m,Challenge de l'Avenir Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 38.500. - Recul de 25 m. a  17.500. ,Monte,Volte
ORAISON 03/07/22 C1,12 000E,2 650m,Pour 4 ans n'ayant pas gagne 11.500. - Recul de 25 m. a  5.200. ,Attele,Volte
ORAISON 03/07/22 C2,14 000E,2 650m,Pour 4 a  7 ans inclus n'ayant pas gagne 61.000. - Recul de 25 m. a  31.000. ,Monte,Volte
ORAISON 03/07/22 C3,13 000E,2 650m,Pour 5 ans n'ayant pas gagne 34.000. - Recul de 25 m. a  17.500. ,Attele,Volte
ORAISON 03/07/22 C4,13 000E,2 650m,Pour 5 ans n'ayant pas gagne 34.000. - Recul de 25 m. a  17.500. ,Attele,Volte
ORAISON 03/07/22 C5,12 000E,2 675m,Pour 3 ans n'ayant pas gagne 2.800. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
ORAISON 03/07/22 C6,18 000E,2 650m,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 125.000. - Recul de 25 m. a  66.000. ,Attele,Volte
ORAISON 03/07/22 C7,20 000E,2 650m,Course F Pour 5 a  10 ans inclus n'ayant pas gagne 154.000. - Recul de 25 m. a  74.000. ,Attele,Volte
ORAISON 03/07/22 C8,3 000E,2 650m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 98.000. - Recul de 25 m. a  49.000. Sont seuls admis a  courir les Amateurs n'ayant pas gagne trois courses cette annee. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
PLESTIN-LES-GREVES 03/07/22 C1,15 000E,2 600m,Pour 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  24.000. ,Monte,Volte
PLESTIN-LES-GREVES 03/07/22 C2,13 000E,2 600m,Pour 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.500. ,Attele,Volte
PLESTIN-LES-GREVES 03/07/22 C4,20 000E,2 600m,Course F Course qualificative Pour 6 7 et 8 ans n'ayant pas gagne 125.000 a  leur premiere participation au Trophee des Plages en 2022. - Recul de 25 m. a  60.000. ,Attele,Volte
PLESTIN-LES-GREVES 03/07/22 C7,16 000E,2 600m,Pour 5 et 6 ans n'ayant pas gagne 57.000. ,Attele,Volte
PLESTIN-LES-GREVES 03/07/22 C8,3 000E,2 600m,Course H Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 86.000. - Recul de 25 m. a  42.000. En cas d'elimination le cheval drive par un amateur membre de l'U.N.A.T. Ouest-Anjou Maine sera maintenu partant en priorite. ,Attele,Volte
VITTEL 03/07/22 C1,15 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  21.500. ,Attele,Volte
VITTEL 03/07/22 C2,13 000E,2 700m,Pour 3 ans n'ayant pas gagne 4.200. - Recul de 25 m. a  600. En cas d'elimination les poulains et pouliches entraines dans la Federation de l'Est seront maintenus partants en priorite. ,Attele,Volte
VITTEL 03/07/22 C4,22 000E,2 700m,Pour 6 a  10 ans inclus n'ayant pas gagne 200.000. - Recul de 25 m. a  100.000. ,Attele,Volte
VITTEL 03/07/22 C5,15 000E,2 700m,Apprentis-lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  36.000. ,Attele,Volte
VITTEL 03/07/22 C7,5 000E,2 700m,Eliminatoire de la Coupe Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  32.500. ,Attele,Volte
VITTEAUX 03/07/22 C1,12 000E,2 600m,Pour 4 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  1.400. ,Attele,Volte
VITTEAUX 03/07/22 C3,13 000E,2 600m,Pour 5 6 et 7 ans n'ayant pas gagne 68.000. - Recul de 25 m. a  34.000. ,Attele,Volte
VITTEAUX 03/07/22 C5,17 000E,2 600m,Pour 6 a  9 ans inclus n'ayant pas gagne 122.000. - Recul de 25 m. a  62.000. ,Attele,Volte
VITTEAUX 03/07/22 C7,15 000E,2 600m,Pour 5 ans n'ayant pas gagne 37.500. - Recul de 25 m. a  19.000. ,Attele,Volte
RAMBOUILLET 03/07/22 C1,16 000E,2 800m,Pour 6 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  51.000. ,Attele,Volte
RAMBOUILLET 03/07/22 C2,13 000E,2 000m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.500. ,Attele,Volte
RAMBOUILLET 03/07/22 C3,16 000E,2 800m,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 5 ans Course qualificative Pour juments de 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  25.000. ,Attele,Volte
RAMBOUILLET 03/07/22 C4,16 000E,2 800m,Apprentis-lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  41.000. ,Monte,Volte
RAMBOUILLET 03/07/22 C5,23 000E,2 800m,Pour 7 a  10 ans inclus n'ayant pas gagne 184.000. - Recul de 25 m. a  92.000. ,Attele,Volte
RAMBOUILLET 03/07/22 C6,14 000E,2 800m,Pour 4 ans n'ayant pas gagne 16.500. - Recul de 25 m. a  9.400. ,Attele,Volte
RAMBOUILLET 03/07/22 C7,5 000E,2 800m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 80.000. - Recul de 25 m. a  40.000. ,Attele,Volte
PORNICHET 04/07/22 C1,12 000E,2 750m,Course "a reclamer" Pour 5 ans n'ayant pas gagne 33.000 a  reclamer pour 6.500 ou 10.000. - Avance de 25 m. aux chevaux a  reclamer pour 6.500. ,Attele,Volte
PORNICHET 04/07/22 C2,17 000E,2 725m,Pour 3 ans n'ayant pas gagne 5.100. ,Attele,Volte
PORNICHET 04/07/22 C3,17 000E,2 725m,Pour pouliches de 4 ans n'ayant pas gagne 18.500. - Recul de 25 m. a  10.000. ,Attele,Volte
PORNICHET 04/07/22 C4,17 000E,2 725m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 18.500. - Recul de 25 m. a  10.000. ,Attele,Volte
PORNICHET 04/07/22 C5,20 000E,2 725m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 44.000. ,Attele,Volte
PORNICHET 04/07/22 C6,25 000E,2 725m,Pour 6 a  9 ans inclus n'ayant pas gagne 117.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
PORNICHET 04/07/22 C7,20 000E,2 725m,Pour 6 ans n'ayant pas gagne 83.000. - Recul de 25 m. a  40.000. ,Attele,Volte
PORNICHET 04/07/22 C8,26 000E,2 725m,Pour 7 et 8 ans n'ayant pas gagne 148.000. - Recul de 25 m. a  77.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
ZONZA 03/07/22 C4,15 000E,3 150m,Pour 6 a  10 ans inclus n'ayant pas gagne 380.000 a  leur premiere participation en Corse ni gagne 500.000 dans leur carriere les 6 ans ayant gagne au moins 50.000. - Recul de 25 m. a  140.000 de 50 m. a  280.000. ,Attele,Volte
ZONZA 03/07/22 C7,12 000E,2 200m,Pour 5 6 et 7 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Attele,Volte
VICHY 04/07/22 C1,22 000E,2 150m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 46.000. ,Attele,Autostart
VICHY 04/07/22 C2,22 000E,2 150m,  Pour juments de 5 ans n'ayant pas gagne 46.000. ,Attele,Autostart
VICHY 04/07/22 C3,24 000E,2 800m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 38.000. ,Attele,Autostart
VICHY 04/07/22 C4,19 000E,2 950m,Pour pouliches de 4 ans n'ayant pas gagne 21.500. - Recul de 25 m. a  11.000. ,Attele,Volte
VICHY 04/07/22 C5,6 000E,2 950m,CHALLENGE UNAT Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  34.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Volte
VICHY 04/07/22 C6,19 000E,2 950m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.500. ,Attele,Volte
VICHY 04/07/22 C7,22 000E,2 975m,Course "ap" Pour 5 ans n'ayant pas gagne 33.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
EAUZE 04/07/22 C1,14 000E,2 375m,Pour 3 ans n'ayant pas gagne 6.600. - Recul de 25 m. a  2.400. ,Attele,Volte
EAUZE 04/07/22 C2,13 000E,2 375m,Pour 4 ans n'ayant pas gagne 12.800. - Recul de 25 m. a  5.500. ,Attele,Volte
EAUZE 04/07/22 C3,13 000E,2 375m,Pour 4 ans n'ayant pas gagne 12.800. - Recul de 25 m. a  5.500. ,Attele,Volte
EAUZE 04/07/22 C4,18 000E,3 025m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans ayant gagne au moins 10.000 mais pas 64.000. - Recul de 25 m. a  32.000. ,Attele,Volte
EAUZE 04/07/22 C5,14 000E,3 025m,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 73.000. - Recul de 25 m. a  36.000. ,Attele,Volte
EAUZE 04/07/22 C6,23 000E,3 025m,Course E Challenge de l'Amicale de Gascogne Pour 6 a  10 ans inclus n'ayant pas gagne 220.000. - Recul de 25 m. a  107.000. ,Attele,Volte
EAUZE 04/07/22 C7,16 000E,3 025m,Course F Pour 5 et 6 ans n'ayant pas gagne 52.000. - Recul de 25 m. a  25.000. ,Monte,Volte
EAUZE 04/07/22 C8,5 000E,3 025m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  53.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
BIARRITZ 05/07/22 C1,10 000E,2 175m,Course "a reclamer" Pour 3 ans n'ayant pas gagne 9.000 a  reclamer pour 7.000 ou 10.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 7.000. ,Attele,Volte
BIARRITZ 05/07/22 C2,12 000E,2 950m,Course H Pour 4 ans n'ayant pas gagne 5.800. ,Attele,Volte
BIARRITZ 05/07/22 C3,10 000E,2 175m,Course "a reclamer" Pour 4 ans n'ayant pas gagne 11.000 a  reclamer pour 6.000 ou 9.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 6.000. ,Attele,Volte
BIARRITZ 05/07/22 C4,10 000E,2 950m,Course "a reclamer" Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. Au 1er echelon les chevaux sont a  reclamer pour 5.500 au 2eme echelon pour 8.000. ,Attele,Volte
BIARRITZ 05/07/22 C5,20 000E,2 950m,Course F Pour 5 a  9 ans inclus n'ayant pas gagne 133.000. - Recul de 25 m. a  62.500. ,Attele,Volte
BIARRITZ 05/07/22 C6,10 000E,2 950m,Course "a reclamer" Pour juments de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. Au 1er echelon les juments sont a  reclamer pour 5.500 au 2eme echelon pour 8.000. ,Attele,Volte
BIARRITZ 05/07/22 C7,10 000E,2 950m,Course "a reclamer" Pour 6 7 et 8 ans n'ayant pas gagne 110.000 les 6 ans a  reclamer pour 7.000 les 7 ans a  reclamer pour 6.000 les 8 a  reclamer pour 5.000. - Recul de 25 m. a  50.000. ,Attele,Volte
VICHY 05/07/22 C1,22 000E,2 950m,Course Nationale LeTROT Open des Regions - Centre-Est - 5 ans Course qualificative Pour juments de 5 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  30.500. ,Attele,Volte
VICHY 05/07/22 C2,24 000E,2 800m,  Pour pouliches de 4 ans n'ayant pas gagne 38.000. ,Attele,Autostart
VICHY 05/07/22 C3,26 000E,2 800m,  Pour 7 ans n'ayant pas gagne 105.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
VICHY 05/07/22 C4,36 000E,2 950m,Pour 7 a  10 ans inclus n'ayant pas gagne 255.000. - Recul de 25 m. a  130.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
VICHY 05/07/22 C5,28 000E,2 800m,  Pour 5 et 6 ans n'ayant pas gagne 92.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
VICHY 05/07/22 C6,22 000E,2 950m,Course Nationale LeTROT Open des Regions - Centre-Est - 5 ans Course qualificative Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  30.500. ,Attele,Volte
VICHY 05/07/22 C7,21 000E,2 950m,Pour 3 ans n'ayant pas gagne 14.200. - Recul de 25 m. a  6.000. ,Attele,Volte
VICHY 05/07/22 C8,21 000E,2 950m,Pour 4 ans n'ayant pas gagne 29.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 05/07/22 C1,24 000E,2 750m,Pour 6 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Attele,Volte
CABOURG 05/07/22 C2,29 000E,2 725m,  Pour 7 et 8 ans n'ayant pas gagne 149.000. ,Attele,Autostart
CABOURG 05/07/22 C3,24 000E,2 050m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative   Pour 4 ans n'ayant pas gagne 39.500. ,Attele,Autostart
CABOURG 05/07/22 C4,22 000E,2 050m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 43.500. ,Attele,Autostart
CABOURG 05/07/22 C5,22 000E,2 050m,  Pour juments de 5 ans n'ayant pas gagne 43.500. ,Attele,Autostart
CABOURG 05/07/22 C6,24 000E,2 750m,Pour 6 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  49.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 05/07/22 C7,24 000E,2 725m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative   Pour 3 ans ayant gagne au moins 1.000 mais pas 17.000. ,Attele,Autostart
CABOURG 05/07/22 C8,21 000E,2 750m,Pour 4 ans n'ayant pas gagne 30.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 05/07/22 C9,6 000E,2 050m,Amateurs   Pour 6 7 et 8 ans n'ayant pas gagne 82.000. ,Attele,Autostart
LISIEUX 07/07/22 C1,17 000E,2 675m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative   Pour pouliches de 3 ans n'ayant pas gagne 6.000. ,Attele,Autostart
LISIEUX 07/07/22 C2,20 000E,2 725m,Pour 4 et 5 ans n'ayant pas gagne 55.000. - Recul de 25 m. a  28.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LISIEUX 07/07/22 C3,6 000E,2 675m,CHALLENGE UNAT Amateurs   Pour 6 7 et 8 ans n'ayant pas gagne 70.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Autostart
LISIEUX 07/07/22 C4,17 000E,2 725m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 20.000. - Recul de 25 m. a  10.000. ,Attele,Volte
LISIEUX 07/07/22 C5,19 000E,2 725m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour pouliches de 4 ans ayant gagne au moins 2.300 mais pas 36.000. - Recul de 25 m. a  14.800. ,Attele,Volte
LISIEUX 07/07/22 C6,20 000E,2 725m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  30.000. ,Attele,Volte
LISIEUX 07/07/22 C7,28 000E,2 675m,Course Europeenne   Pour 6 a  9 ans inclus n'ayant pas gagne 141.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
LISIEUX 07/07/22 C8,25 000E,2 725m,Pour 5 a  8 ans inclus n'ayant pas gagne 173.000. - Recul de 25 m. a  83.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
ENGHIEN 06/07/22 C1,39 000E,2 875m,Pour pouliches de 3 ans n'ayant pas gagne 24.000. ,Attele,Volte
ENGHIEN 06/07/22 C2,39 000E,2 150m,  Pour pouliches de 4 ans n'ayant pas gagne 44.000. ,Attele,Autostart
ENGHIEN 06/07/22 C3,39 000E,2 875m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 24.000. ,Attele,Volte
ENGHIEN 06/07/22 C4,44 000E,2 150m,  Pour juments de 5 6 et 7 ans n'ayant pas gagne 128.000. ,Attele,Autostart
ENGHIEN 06/07/22 C5,44 000E,2 875m,Pour 4 ans n'ayant pas gagne 80.000. ,Attele,Volte
ENGHIEN 06/07/22 C6,57 000E,2 250m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 205.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 06/07/22 C7,57 000E,2 875m,Pour 6 a  10 ans inclus n'ayant pas gagne 270.000. - Recul de 25 m. a  160.000. ,Attele,Volte
ENGHIEN 06/07/22 C8,12 000E,2 150m,Eliminatoire de la coupe Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 123.000. ,Attele,Autostart
HYERES 06/07/22 C1,37 000E,2 650m,  Pour 5 a  10 ans inclus n'ayant pas gagne 305.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
HYERES 06/07/22 C2,22 000E,2 850m,Pour 6 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Attele,Volte
HYERES 06/07/22 C3,19 000E,2 650m,  Pour 5 ans n'ayant pas gagne 48.000. ,Attele,Autostart
HYERES 06/07/22 C4,26 000E,2 650m,  Pour 7 et 8 ans n'ayant pas gagne 140.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
HYERES 06/07/22 C5,19 000E,2 850m,Pour 4 ans n'ayant pas gagne 43.000. - Recul de 25 m. a  20.500. ,Attele,Volte
HYERES 06/07/22 C6,22 000E,2 650m,Apprentis-lads-jockeys   Pour 7 8 et 9 ans n'ayant pas gagne 110.000. ,Attele,Autostart
HYERES 06/07/22 C7,19 000E,2 650m,Course E Course Nationale LeTROT Open des Regions - Sud-Est - 3 ans Course qualificative   Pour 3 ans n'ayant pas gagne 10.000. ,Attele,Autostart
HYERES 06/07/22 C8,25 000E,2 850m,Pour 5 a  9 ans inclus n'ayant pas gagne 140.000. - Recul de 25 m. a  73.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
VICHY 07/07/22 C1,20 000E,1 609m,  Pour 7 a  10 ans inclus n'ayant pas gagne 210.000. La course est organisee en deux batteries de 12 partants au maximum (8 partants au 1er rang). Les six premiers de chaque batterie sont qualifies pour la Speed Cup - Finale le meme jour. En cas de dead-heat pour etablir la liste des chevaux qualifies pour la Speed Cup - Finale est retenu le concurrent dont les sommes gagnees sont les plus elevees au moment de la declaration de partant. Au cas ou il y a moins de 16 chevaux declares partants la course se deroulera en une seule epreuve avec une allocation de 36.000   (16.200 9.000 5.040 2.880 1.800 720 360) et la Speed Cup Finale sera annulee. ,Attele,Autostart
VICHY 07/07/22 C2,22 000E,1 609m,  Pour 6 ans n'ayant pas gagne 72.000. ,Attele,Autostart
VICHY 07/07/22 C3,22 000E,1 609m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 37.000. ,Attele,Autostart
VICHY 07/07/22 C4,19 000E,2 950m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 21.500. - Recul de 25 m. a  11.000. ,Attele,Volte
VICHY 07/07/22 C6,17 000E,2 800m,  Pour pouliches de 4 ans n'ayant pas gagne 7.500. ,Attele,Autostart
VICHY 07/07/22 C7,19 000E,2 950m,Pour pouliches de 3 ans n'ayant pas gagne 4.500. ,Attele,Volte
BIARRITZ 07/07/22 C1,12 000E,2 175m,Course H Pour 3 ans n'ayant pas gagne 300. - Avance de 25 m. aux poulains et pouliches n'ayant jamais couru. ,Attele,Volte
BIARRITZ 07/07/22 C2,12 000E,2 175m,Course H Pour 4 ans n'ayant pas gagne 9.500. - Avance de 25 m. aux poulains et pouliches n'ayant pas couru six fois depuis le 1er janvier dernier inclus. ,Attele,Volte
BIARRITZ 07/07/22 C3,14 000E,2 150m,Course F Challenge de l'Avenir Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 68.000. ,Monte,Volte
BIARRITZ 07/07/22 C4,15 000E,2 175m,Course F Course "ap" Pour 5 ans n'ayant pas gagne 47.000. ,Attele,Volte
BIARRITZ 07/07/22 C5,17 000E,2 950m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 56.000. - Recul de 25 m. a  24.000. ,Attele,Volte
BIARRITZ 07/07/22 C6,22 000E,2 950m,Course E Challenge Henri Menaud Course qualificative Pour 5 a  9 ans inclus n'ayant pas gagne 185.000. - Recul de 25 m. a  82.500. ,Attele,Volte
BIARRITZ 07/07/22 C7,5 000E,2 950m,Course H Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  31.000. ,Attele,Volte
GRAIGNES 07/07/22 C1,13 000E,2 700m,Apprentis-lads-jockeys Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  7.300. ,Attele,Volte
GRAIGNES 07/07/22 C2,14 000E,2 700m,Pour 4 ans n'ayant pas gagne 15.000. ,Monte,Volte
GRAIGNES 07/07/22 C3,13 000E,2 700m,Apprentis-lads-jockeys Pour pouliches de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  7.300. ,Attele,Volte
GRAIGNES 07/07/22 C4,13 000E,2 700m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.900. ,Attele,Volte
GRAIGNES 07/07/22 C5,21 000E,2 700m,Pour 7 8 et 9 ans n'ayant pas gagne 126.000. - Recul de 25 m. a  63.000. ,Attele,Volte
GRAIGNES 07/07/22 C6,16 000E,2 700m,Pour 5 ans n'ayant pas gagne 48.500. - Recul de 25 m. a  24.000. ,Attele,Volte
CABOURG 08/07/22 C1,32 000E,2 750m,Pour 6 ans ayant gagne au moins 50.000 mais pas 221.000. - Recul de 25 m. a  101.000. ,Attele,Volte
CABOURG 08/07/22 C2,24 000E,2 750m,Pour juments de 4 et 5 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  32.500. ,Attele,Volte
CABOURG 08/07/22 C3,28 000E,2 750m,Pour juments de 5 a  8 ans inclus n'ayant pas gagne 165.000. - Recul de 25 m. a  78.000. ,Attele,Volte
CABOURG 08/07/22 C4,36 000E,2 750m,Pour 5 a  10 ans inclus n'ayant pas gagne 225.000. - Recul de 25 m. a  115.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 08/07/22 C5,21 000E,2 725m,  Pour pouliches de 4 ans n'ayant pas gagne 29.500. ,Attele,Autostart
CABOURG 08/07/22 C6,21 000E,2 050m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 13.000. ,Attele,Autostart
CABOURG 08/07/22 C7,22 000E,2 750m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  21.500. ,Attele,Volte
CABOURG 08/07/22 C8,19 000E,2 750m,Pour pouliches de 4 ans n'ayant pas gagne 18.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CABOURG 08/07/22 C9,6 000E,2 725m,Course F Course Europeenne Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 101.000. (12 partants maximum 6 par rang). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. En cas d'elimination les chevaux drives par les 4 amateurs suedois designes par l'U.N.A.T. seront maintenus partants en priorite. ,Attele,Autostart
